Collection,Field,Count
exercises_temp,salaryGrouping,364
exercises_temp,state,357
exercises_temp,futureStart,364
exercises_temp,emailSignatureName,266
exercises_temp,schedule2Apply,337
exercises_temp,scenarioTestEndTime,343
exercises_temp,situationalJudgementTestDate,315
exercises_temp,eligibilitySCCDate,329
exercises_temp,inviteOnly,173
exercises_temp,otherRetirement,358
exercises_temp,feePaidFee,364
exercises_temp,characterChecksEnabled,139
exercises_temp,locationQuestion,327
exercises_temp,yesSalaryDetails,364
exercises_temp,equalMeritSecondStageStartDate,319
exercises_temp,jurisdiction,364
exercises_temp,stateBeforeArchive,305
exercises_temp,nameBlindSiftStartDate,327
exercises_temp,noSalaryDetails,364
exercises_temp,selectionCriteria,333
exercises_temp,isSPTWOffered,364
exercises_temp,statutoryConsultationWaivedDetails,340
exercises_temp,assessmentOptions,373
exercises_temp,criticalAnalysisTestEndTime,200
exercises_temp,characterChecksDate,329
exercises_temp,otherYears,358
exercises_temp,contactIndependentAssessors,343
exercises_temp,equalMeritSecondStageEndDate,319
exercises_temp,retirementAge,358
exercises_temp,scenarioTestStartTime,343
exercises_temp,seniorSelectionExerciseManager,353
exercises_temp,postQualificationExperience,358
exercises_temp,aSCApply,358
exercises_temp,siftEndDate,327
exercises_temp,advertType,75
exercises_temp,otherQualifications,358
exercises_temp,siftStartDate,327
exercises_temp,telephoneAssessmentStartDate,327
exercises_temp,statutoryConsultee,353
exercises_temp,estimatedLaunchDate,335
exercises_temp,applicationOpenDate,343
exercises_temp,progress,373
exercises_temp,draftingJudge,353
exercises_temp,criticalAnalysisTestOutcome,315
exercises_temp,appropriateAuthority,353
exercises_temp,favouriteOf,348
exercises_temp,jurisdictionQuestionAnswers,327
exercises_temp,characterChecksReturnDate,257
exercises_temp,selectionExerciseManager,353
exercises_temp,_applicationVersion,195
exercises_temp,exerciseMailbox,373
exercises_temp,aboutTheRole,364
exercises_temp,statutoryConsultationDate,329
exercises_temp,scenarioTestDate,343
exercises_temp,telephoneAssessmentEndDate,327
exercises_temp,hmctsWelshGovContact,339
exercises_temp,locationQuestionType,327
exercises_temp,createdAt,140
exercises_temp,otherAppropriateAuthority,353
exercises_temp,additionalWorkingPreferences,234
exercises_temp,appointmentType,364
exercises_temp,otherMemberships,358
exercises_temp,shortlistingOutcomeDate,329
exercises_temp,criticalAnalysisTestDate,315
exercises_temp,finalOutcome,343
exercises_temp,published,282
exercises_temp,situationalJudgementTestEndTime,315
exercises_temp,_search,373
exercises_temp,roleSummary,348
exercises_temp,subscriberAlertsUrl,347
exercises_temp,name,373
exercises_temp,previousJudicialExperienceApply,358
exercises_temp,judicialOfficeContact,353
exercises_temp,welshRequirementType,359
exercises_temp,isCourtOrTribunal,364
exercises_temp,welshPosts,180
exercises_temp,otherShortlistingMethod,359
exercises_temp,jurisdictionQuestion,327
exercises_temp,eMPSCCDate,319
exercises_temp,memberships,358
exercises_temp,scenarioTestOutcome,342
exercises_temp,independentAssessmentsHardLimitDate,252
exercises_temp,situationalJudgementTestOutcome,315
exercises_temp,authorisations,342
exercises_temp,downloads,249
exercises_temp,locationQuestionAnswers,327
exercises_temp,criticalAnalysisTestStartTime,315
exercises_temp,selectionExerciseOfficer,353
exercises_temp,pjeDays,244
exercises_temp,shortlistingMethods,359
exercises_temp,_applicationContent,166
exercises_temp,reasonableLengthService,358
exercises_temp,roleSummaryWelsh,172
exercises_temp,selectionDays,343
exercises_temp,characterAndSCCDate,329
exercises_temp,hmctsWelshGovLead,353
exercises_temp,createdBy,340
exercises_temp,exercisePhoneNumber,266
exercises_temp,location,364
exercises_temp,applicationCloseDate,343
exercises_temp,leadJudge,353
exercises_temp,nameBlindSiftEndDate,327
exercises_temp,otherJurisdiction,359
exercises_temp,_applicationRecords,126
exercises_temp,_applications,156
exercises_temp,criticalAnalysisTestEndime,170
exercises_temp,assessments,109
exercises_temp,testingState,65
exercises_temp,uploadedIndependentAssessorTemplate,60
exercises_temp,uploadedJobDescriptionTemplate,62
exercises_temp,uploadedTermsAndConditionsTemplate,61
exercises_temp,uploadedCandidateAssessmentFormTemplate,60
exercises_temp,sjcaTestDate,34
exercises_temp,sjcaTestOutcome,33
exercises_temp,sjcaTestEndTime,34
exercises_temp,sjcaTestStartTime,34
exercises_temp,characterChecks,41
exercises_temp,characterChecksProfessionalReturnDate,26
exercises_temp,characterChecksProfessionalDate,26
exercises_temp,aboutTheRoleWelsh,13
exercises_temp,_approval,25
exercises_temp,uploadedJobDescriptions,11
exercises_temp,applicationsCount,16
exercises_temp,paperSiftDate,17
exercises_temp,yesASCApply,29
exercises_temp,schedule2DApply,25
exercises_temp,applicationRecords,10
exercises_temp,nameBlindSiftDate,5
exercises_temp,siftDate,5
exercises_temp,telephoneAssessmentDate,5
exercises_temp,applications,6
exercises_temp,independentAssessors,1
exercises_temp,jobDescription,1
exercises_temp,termsAndConditions,1
exercises_temp,candidateAssessment,1
exercises_temp,favourites,1
exercises_temp,_useQTPlatform,1
invitations,candidate,58
invitations,vacancy,58
invitations,status,58
invitations,statusLog,58
invitations,role,4
invitations,email,4
invitations_deleted,candidate,5
invitations_deleted,deletedAt,5
invitations_deleted,statusLog,5
invitations_deleted,vacancy,5
invitations_deleted,status,5
meta,bugReportsCount,1
meta,exercisesCount,1
notes,body,55
notes,candidate,55
notes,createdBy,55
notes,applicationId,45
notes,created,55
notes,lastUpdated,4
notes,lastUpdatedBy,4
notes_deleted,created,4
notes_deleted,body,4
notes_deleted,deletedAt,4
notes_deleted,candidate,4
notes_deleted,createdBy,4
notifications,reference,722
notifications,template,722
notifications,createdAt,722
notifications,replyTo,722
notifications,personalisation,722
notifications,email,722
notifications,sentTo,673
notifications,sentAt,673
notifications,status,722
panels,exerciseId,52
panels,dateFrom,52
panels,type,52
panels,dateTo,52
panels,name,52
panels,created,52
panels,members,23
panels,drive,16
panels,statusLog,21
panels,processing,16
panels,status,52
panels,applicationsMap,16
panels,applicationFiles,3
panels,folderId,3
panels_deleted,exerciseId,1
panels_deleted,created,1
panels_deleted,statusLog,1
panels_deleted,dateFrom,1
panels_deleted,type,1
panels_deleted,deletedAt,1
panels_deleted,members,1
panels_deleted,dateTo,1
panels_deleted,name,1
panels_deleted,status,1
qualifyingTestReports,exercise,8
qualifyingTestReports,qualifyingTests,8
qualifyingTestReports,created,8
qualifyingTestReports,report,3
qualifyingTestReports,rawData,3
qualifyingTestReports,lastUpdated,8
qualifyingTestReports,filters,2
qualifyingTestReports,tieBreakers,3
qualifyingTestResponses,duration,1098
qualifyingTestResponses,candidate,1098
qualifyingTestResponses,application,716
qualifyingTestResponses,vacancy,716
qualifyingTestResponses,testQuestions,1098
qualifyingTestResponses,qualifyingTest,1098
qualifyingTestResponses,status,1098
qualifyingTestResponses,statusLog,1098
qualifyingTestResponses,score,257
qualifyingTestResponses,questionsCompleted,257
qualifyingTestResponses,questionsStarted,257
qualifyingTestResponses,responses,1098
qualifyingTestResponses,lastUpdated,1098
qualifyingTestResponses,client,169
qualifyingTestResponses,isOutOfTime,65
qualifyingTestResponses,history,114
qualifyingTestResponses,lastUpdatedClientTime,108
qualifyingTestResponses,questionSession,95
qualifyingTestResponses,exitedTest,8
qualifyingTests,mode,325
qualifyingTests,type,554
qualifyingTests,isTieBreaker,190
qualifyingTests,vacancy,554
qualifyingTests,created,554
qualifyingTests,feedbackSurvey,462
qualifyingTests,title,475
qualifyingTests,additionalInstructions,475
qualifyingTests,testDuration,475
qualifyingTests,testQuestions,458
qualifyingTests,maxScore,397
qualifyingTests,invitedEmails,188
qualifyingTests,endDate,461
qualifyingTests,startDate,461
qualifyingTests,lastUpdated,553
qualifyingTests,status,554
qualifyingTests,counts,546
qualifyingTests,relationship,73
qualifyingTests,responsesReport,76
qualifyingTests,results,89
qualifyingTests_deleted,feedbackSurvey,30
qualifyingTests_deleted,invitedEmails,14
qualifyingTests_deleted,endDate,27
qualifyingTests_deleted,created,30
qualifyingTests_deleted,counts,30
qualifyingTests_deleted,testQuestions,28
qualifyingTests_deleted,type,30
qualifyingTests_deleted,maxScore,28
qualifyingTests_deleted,title,30
qualifyingTests_deleted,mode,23
qualifyingTests_deleted,lastUpdated,30
qualifyingTests_deleted,deletedAt,30
qualifyingTests_deleted,vacancy,30
qualifyingTests_deleted,startDate,27
qualifyingTests_deleted,testDuration,30
qualifyingTests_deleted,additionalInstructions,30
qualifyingTests_deleted,status,30
qualifyingTests_deleted,relationship,6
qualifyingTests_deleted,isTieBreaker,11
qualifyingTests_deleted,responsesReport,3
qualifyingTests_deleted,results,3
qualifyingTests_deleted,questions,3
qualifyingTests_deleted,introduction,3
roles,roleName,5
roles,enabledPermissions,5
roles,isDefault,1
roles_deleted,enabledPermissions,10
roles_deleted,roleName,13
roles_deleted,deletedAt,13
roles_deleted,isDefault,1
settings,commissioners,2
settings,activityTimeoutSec,1
settings,twoFactorAuth,1
settings,fileUpload,1
settings,google,1
settings,functions,1
settings,emails,1
settings,notifications,1
userInvitations,email,36
userInvitations,roleId,36
userInvitations,createdAt,36
userInvitations,emailLog,34
userInvitations,status,36
userInvitations_deleted,createdAt,16
userInvitations_deleted,email,16
userInvitations_deleted,emailLog,14
userInvitations_deleted,roleId,16
userInvitations_deleted,status,16
userInvitations_deleted,deletedAt,16
users,uid,151
users,displayName,151
users,disabled,151
users,email,151
users,providerData,151
users,_search,151
users,slackMemberId,8
users,role,151
users_deleted,uid,182
users_deleted,deletedAt,182
users_deleted,role,182
users_deleted,displayName,182
users_deleted,disabled,182
users_deleted,email,182
users_deleted,providerData,57
users_deleted,_search,57
vacancies,_applicationContent,870
vacancies,_applicationVersion,870
vacancies,_processingVersion,870
vacancies,aboutTheRole,870
vacancies,aboutTheRoleWelsh,870
vacancies,additionalWorkingPreferences,870
vacancies,advertType,870
vacancies,applicationCloseDate,870
vacancies,applicationOpenDate,870
vacancies,appliedSchedule,870
vacancies,appointmentType,870
vacancies,aSCApply,870
vacancies,assessmentMethods,870
vacancies,assessmentOptions,870
vacancies,authorisations,870
vacancies,characterChecks,870
vacancies,contactIndependentAssessors,870
vacancies,criticalAnalysisTestDate,870
vacancies,criticalAnalysisTestEndTime,870
vacancies,criticalAnalysisTestStartTime,870
vacancies,downloads,870
vacancies,estimatedLaunchDate,870
vacancies,exerciseMailbox,870
vacancies,exercisePhoneNumber,870
vacancies,feePaidFee,870
vacancies,finalOutcome,870
vacancies,futureStart,870
vacancies,immediateStart,870
vacancies,independentAssessmentsReturnDate,870
vacancies,inviteOnly,870
vacancies,isCourtOrTribunal,870
vacancies,isSPTWOffered,870
vacancies,jurisdiction,870
vacancies,jurisdictionPreferences,870
vacancies,jurisdictionQuestion,870
vacancies,jurisdictionQuestionAnswers,870
vacancies,jurisdictionQuestionType,870
vacancies,location,870
vacancies,locationPreferences,870
vacancies,locationQuestion,870
vacancies,locationQuestionAnswers,870
vacancies,locationQuestionType,870
vacancies,locationWelsh,870
vacancies,memberships,870
vacancies,name,870
vacancies,noSalaryDetails,870
vacancies,otherJurisdiction,870
vacancies,otherLOS,870
vacancies,otherMemberships,870
vacancies,otherQualifications,870
vacancies,otherRetirement,870
vacancies,otherShortlistingMethod,870
vacancies,otherYears,870
vacancies,pjeDays,870
vacancies,postQualificationExperience,870
vacancies,previousJudicialExperienceApply,870
vacancies,published,870
vacancies,qualifications,870
vacancies,reasonableLengthService,870
vacancies,referenceNumber,870
vacancies,retirementAge,870
vacancies,roleSummary,870
vacancies,roleSummaryWelsh,870
vacancies,salary,870
vacancies,salaryGrouping,870
vacancies,scenarioTestDate,870
vacancies,scenarioTestEndTime,870
vacancies,scenarioTestStartTime,870
vacancies,schedule2Apply,870
vacancies,selectionCriteria,870
vacancies,selectionDays,870
vacancies,selectionExerciseManagerFullName,870
vacancies,selfAssessmentWordLimits,870
vacancies,shortlistingMethods,870
vacancies,siftStartDate,870
vacancies,siftEndDate,870
vacancies,nameBlindSiftStartDate,870
vacancies,nameBlindSiftEndDate,870
vacancies,shortlistingOutcomeDate,870
vacancies,situationalJudgementTestDate,870
vacancies,situationalJudgementTestEndTime,870
vacancies,situationalJudgementTestStartTime,870
vacancies,state,870
vacancies,subscriberAlertsUrl,870
vacancies,typeOfExercise,870
vacancies,uploadedCandidateAssessmentFormTemplate,870
vacancies,uploadedIndependentAssessorTemplate,870
vacancies,uploadedJobDescriptionTemplate,870
vacancies,uploadedTermsAndConditionsTemplate,870
vacancies,welshPosts,870
vacancies,welshRequirement,870
vacancies,welshRequirementType,870
vacancies,yesSalaryDetails,870
vacancies,reference,18
vacancies,createdAt,18
vacancies,title,20
vacancies,type,16
vacancies,openAt,18
vacancies,updatedAt,18
vacancies,jac_ref,2
vacancies/meta,bugReportsCount,163
vacancies/meta,exercisesCount,163
vacancies_deleted,jurisdictionQuestionAnswers,66
vacancies_deleted,assessmentMethods,66
vacancies_deleted,_applicationVersion,66
vacancies_deleted,exerciseMailbox,66
vacancies_deleted,aboutTheRole,66
vacancies_deleted,appliedSchedule,66
vacancies_deleted,scenarioTestDate,66
vacancies_deleted,salary,66
vacancies_deleted,situationalJudgementTestStartTime,66
vacancies_deleted,typeOfExercise,66
vacancies_deleted,locationQuestionType,66
vacancies_deleted,qualifications,66
vacancies_deleted,otherLOS,66
vacancies_deleted,independentAssessmentsReturnDate,66
vacancies_deleted,characterChecks,66
vacancies_deleted,referenceNumber,66
vacancies_deleted,immediateStart,66
vacancies_deleted,jurisdictionQuestionType,66
vacancies_deleted,welshRequirement,66
vacancies_deleted,salaryGrouping,66
vacancies_deleted,state,65
vacancies_deleted,futureStart,66
vacancies_deleted,additionalWorkingPreferences,66
vacancies_deleted,appointmentType,66
vacancies_deleted,otherMemberships,66
vacancies_deleted,shortlistingOutcomeDate,66
vacancies_deleted,criticalAnalysisTestDate,66
vacancies_deleted,finalOutcome,66
vacancies_deleted,schedule2Apply,66
vacancies_deleted,uploadedIndependentAssessorTemplate,66
vacancies_deleted,situationalJudgementTestEndTime,66
vacancies_deleted,scenarioTestEndTime,66
vacancies_deleted,situationalJudgementTestDate,66
vacancies_deleted,deletedAt,66
vacancies_deleted,inviteOnly,66
vacancies_deleted,roleSummary,66
vacancies_deleted,subscriberAlertsUrl,66
vacancies_deleted,name,66
vacancies_deleted,otherRetirement,66
vacancies_deleted,previousJudicialExperienceApply,66
vacancies_deleted,feePaidFee,66
vacancies_deleted,welshRequirementType,66
vacancies_deleted,welshPosts,66
vacancies_deleted,isCourtOrTribunal,66
vacancies_deleted,locationQuestion,66
vacancies_deleted,yesSalaryDetails,66
vacancies_deleted,otherShortlistingMethod,66
vacancies_deleted,jurisdiction,66
vacancies_deleted,jurisdictionQuestion,66
vacancies_deleted,memberships,66
vacancies_deleted,noSalaryDetails,66
vacancies_deleted,selectionCriteria,66
vacancies_deleted,downloads,66
vacancies_deleted,authorisations,66
vacancies_deleted,isSPTWOffered,66
vacancies_deleted,locationQuestionAnswers,66
vacancies_deleted,uploadedTermsAndConditionsTemplate,66
vacancies_deleted,assessmentOptions,66
vacancies_deleted,criticalAnalysisTestEndTime,66
vacancies_deleted,criticalAnalysisTestStartTime,66
vacancies_deleted,otherYears,66
vacancies_deleted,retirementAge,66
vacancies_deleted,contactIndependentAssessors,66
vacancies_deleted,scenarioTestStartTime,66
vacancies_deleted,uploadedCandidateAssessmentFormTemplate,66
vacancies_deleted,postQualificationExperience,66
vacancies_deleted,uploadedJobDescriptionTemplate,66
vacancies_deleted,aSCApply,66
vacancies_deleted,pjeDays,66
vacancies_deleted,shortlistingMethods,66
vacancies_deleted,selectionExerciseManagerFullName,66
vacancies_deleted,advertType,35
vacancies_deleted,_applicationContent,65
vacancies_deleted,reasonableLengthService,66
vacancies_deleted,roleSummaryWelsh,66
vacancies_deleted,selectionDays,66
vacancies_deleted,otherQualifications,66
vacancies_deleted,estimatedLaunchDate,66
vacancies_deleted,applicationOpenDate,66
vacancies_deleted,exercisePhoneNumber,66
vacancies_deleted,location,66
vacancies_deleted,applicationCloseDate,66
vacancies_deleted,otherJurisdiction,66
vacancies_deleted,nameBlindSiftStartDate,32
vacancies_deleted,siftEndDate,32
vacancies_deleted,siftStartDate,32
vacancies_deleted,nameBlindSiftEndDate,32
vacancies_deleted,selfAssessmentWordLimit,6
vacancies_deleted,aboutTheRoleWelsh,24
vacancies_deleted,selfAssessmentWordLimits,11
vacancies_deleted,locationWelsh,9
vacancies_deleted,locationPreferences,9
vacancies_deleted,jurisdictionPreferences,9
vacancies_deleted,_processingVersion,4
vacancies_deleted,commissioners,1
vacancies_deleted,published,1
